,PCA,Correlation,Volatility,Anomaly,Clustering,Regime,Magnitude,Skewness,Kurtosis,Network,Dispersion,Momentum,Drawdown,Entropy
2016-02-07,0.7693184776251167,0.7145407332503423,0.17591333273319984,0.5,0.9350256166910056,0.853878445336477,0.1653852241924067,0.3638644441583176,0.1581022848769792,0.5360360360360361,0.10363906854840411,0.20838867730612048,0.34223453297433143,0.6898226777239324
2016-02-28,0.8236214625472486,0.7873494838483942,0.14965413788956383,0.5,1.0,0.6196526406764372,0.1629482691644465,0.3900067893166321,0.16530997252946744,0.6351351351351353,0.07795867728963149,0.39829491633586367,0.34346193165625155,0.7258005294117853
2016-03-20,0.7415916049898165,0.6884524973454322,0.11237531954521106,0.5,0.7706596170698683,0.8470014672068654,0.14023194507583855,0.5319225210271193,0.10824858006878768,0.5720720720720721,0.05284671279518494,0.4154412041635041,0.31279885209924096,0.7490903045568205
2016-04-10,0.8316431727379914,0.8019238403244828,0.10448689336723467,0.5,0.7975724638476163,0.8826582108526113,0.12018638094717358,0.45742957728599576,0.15879471154306404,0.7432432432432433,0.051271062056984,0.6016263010409548,0.3193204223742075,0.7002923345415604
2016-05-01,0.5342122488343457,0.4499012468112535,0.08026843303591805,0.5,0.31412506610478735,0.04257413038575265,0.09112085220644985,0.4443509885532665,0.18516024058016364,0.2972972972972973,0.044331591282181636,0.4991857595910748,0.3109611713148477,0.6391547958686893
2016-05-22,0.4447791714066141,0.3919280618056163,0.07049547659857511,0.5,0.3947660454494284,0.9020828489973574,0.07892274158837938,0.559604982529713,0.07535098107473387,0.22972972972972977,0.039237777127918184,0.6315087602959,0.29688782101796424,0.5446743998967621
2016-06-12,0.40538000879369623,0.3466553022373264,0.05455746997539159,0.5,0.3630297543649573,0.16642735561874336,0.06322267933333123,0.5547366273950655,0.0905020734375891,0.24774774774774777,0.029918449687523715,0.32188269880731757,0.2996141262594557,0.5182201863111573
2016-07-03,0.9466765069025566,0.9310495778151646,0.10918576613926251,0.5,0.8759549869018417,0.04018433930187638,0.10898094633321968,0.7271661306565856,0.4315128559244861,0.8603603603603605,0.058611162533629114,0.3542730324465422,0.3201207981327589,0.754505597712104
2016-07-24,1.0,1.0,0.11021875408425784,0.5,0.9203899811559065,0.3770017317255414,0.10438759105280887,0.6746378533648675,0.5332735842009022,1.0,0.05526453795329368,0.3454725604517144,0.3200903940384571,0.7453160778687123
2016-08-14,0.9064932423809337,0.887483298855298,0.11363390298787054,0.5,0.869591376384324,0.1167176519332483,0.11403552801963304,0.7083225383594977,0.47233076176593236,0.783783783783784,0.058621078379980165,0.33936581759607376,0.31726780760235673,0.7421156450560816
2016-09-04,0.36603869410479023,0.34165804405469136,0.05783873082837871,0.5,0.23659101236750013,0.5775519018685931,0.06252089875161775,0.45114899778056455,0.1375635782490304,0.24324324324324328,0.03415738868080666,0.3693238003770554,0.2941348945833707,0.4305708177272283
2016-09-25,0.4788588508975628,0.39665401677905093,0.06969508978617996,0.5,0.3310846195879457,0.7793867000419218,0.06736345010914492,0.7323320729883325,0.2916182716638104,0.32882882882882886,0.04221136380712771,0.18733165025867052,0.2977131417671069,0.5456536067901968
2016-10-16,0.5110988848592221,0.39670020188478855,0.06868431790343159,0.5,0.3268803334203674,0.5327465693319966,0.06634979999529812,0.7080977319026613,0.2345363287018019,0.32432432432432434,0.04630025732978147,0.2592039993406575,0.2864346724672304,0.5452366388834785
2016-11-06,0.4855579221887437,0.40287371712102676,0.07051452047252679,0.5,0.37441775070124494,0.4871797444691112,0.07027613007043673,0.6524639927080645,0.22398788266482575,0.31081081081081086,0.046505975456111376,0.3492116431467688,0.30542294932272135,0.5360231759999706
2016-11-27,0.3549334283240841,0.35078452642608754,0.07728285806355119,0.5,0.27220373095185896,0.7600618619821911,0.07271345151802697,0.10975222847269024,0.3963119791247925,0.22522522522522528,0.043708735284903016,0.29419669780610097,0.2963261485405903,0.5915588550438546
2016-12-18,0.2728963170246778,0.3021834467760959,0.09253743075095713,0.5,0.30598323046877407,0.8685235033932237,0.08761359384521311,0.0,0.436677733150525,0.13513513513513511,0.05076645914583281,0.46435037381060984,0.2910039593562017,0.6196664245593179
2017-01-08,0.31510080712718447,0.3193452679754777,0.08340866344270663,0.5,0.3190936573259582,0.9490948370674177,0.07195267256359392,0.02103695254068883,0.4777667862037961,0.1981981981981982,0.0397839972820807,0.19034455459295788,0.302335083657951,0.6309784455654012
