date,state_id,state_label,state_prob_0,state_prob_1,state_prob_2,state_prob_3
2002-06-07,2,state_2,1.2323849457925226e-28,1.7249853334114254e-195,1.0,5.7134850766292366e-36
2002-06-10,2,state_2,9.561717799897501e-29,1.5807961489063944e-195,1.0,4.6140339613928284e-36
2002-06-11,2,state_2,2.171552928587707e-28,3.519300840573783e-195,1.0,1.033531783060025e-35
2002-06-12,2,state_2,1.3293641729314584e-28,2.760439487704286e-195,1.0,6.785683512803726e-36
2002-06-13,2,state_2,1.2193571885800307e-28,2.245367519507406e-195,1.0,6.0168554146954065e-36
2002-06-14,2,state_2,1.1425510421220255e-28,2.0699086811498335e-195,1.0,5.628525337982319e-36
2002-06-17,2,state_2,2.344788575469085e-28,4.66068025579612e-195,1.0,1.1974145370864174e-35
2002-06-18,2,state_2,1.092305023300322e-28,1.80575576449071e-195,1.0,5.317027769514841e-36
2002-06-19,2,state_2,1.5577786967915632e-27,1.6966579074311072e-194,1.0,6.75329731281707e-35
2002-06-20,2,state_2,2.423481526684774e-28,3.0956134499172704e-195,1.0,1.0968177127409968e-35
2002-06-21,2,state_2,1.754937779393721e-28,2.320254471072324e-195,1.0,8.033763401591045e-36
2002-06-24,2,state_2,1.3637828346507204e-28,2.2461150277137956e-195,1.0,6.663243065369088e-36
2002-06-25,2,state_2,2.8125957635817983e-28,3.543230558164543e-195,1.0,1.2728535959783106e-35
2002-06-26,2,state_2,1.18733313661607e-28,1.8898716606416056e-195,1.0,5.735904623091815e-36
2002-06-27,2,state_2,1.5121259718681938e-28,2.4562196432030558e-195,1.0,7.375149318727314e-36
2002-06-28,2,state_2,1.1103504585795677e-28,1.5161512550301741e-195,1.0,5.1636030352878546e-36
2002-07-01,2,state_2,7.629862822023735e-28,8.289440651640598e-195,1.0,3.3343975587633136e-35
2002-07-02,2,state_2,4.135003080724778e-28,5.267521250034251e-195,1.0,1.8807276004419976e-35
2002-07-03,2,state_2,3.0052290096390583e-28,5.6153857369820406e-195,1.0,1.528662904180118e-35
2002-07-05,2,state_2,2.611077035124517e-27,5.308786060684081e-194,1.0,1.3757374428462709e-34
2002-07-08,2,state_2,3.6555496358561807e-28,4.188284167674475e-195,1.0,1.6355180947314e-35
2002-07-09,2,state_2,2.4614157020166746e-28,2.934503160341429e-195,1.0,1.1148815507986404e-35
2002-07-10,2,state_2,3.0395406337621157e-28,3.6769401627206946e-195,1.0,1.3831012532537047e-35
2002-07-11,2,state_2,3.684070678561007e-28,6.475128129017335e-195,1.0,1.8692603408193155e-35
2002-07-12,2,state_2,1.3270669607425202e-28,1.8757343017762208e-195,1.0,6.329179358552489e-36
2002-07-15,2,state_2,2.411998389759228e-28,3.826206758918374e-195,1.0,1.1946225642658899e-35
2002-07-16,2,state_2,1.46572696351134e-28,1.7240333181379687e-195,1.0,6.67936855852293e-36
2002-07-17,2,state_2,1.3593657252582696e-28,1.6645421713219092e-195,1.0,6.331275921596563e-36
2002-07-18,2,state_2,3.264897974406862e-28,2.3727272451238676e-195,1.0,1.3319926446015035e-35
2002-07-19,2,state_2,2.3657521074950317e-28,1.6673477593675954e-195,1.0,9.613691355268787e-36
2002-07-22,2,state_2,1.908558189619455e-28,1.4209690010702104e-195,1.0,7.872354179378506e-36
2002-07-23,2,state_2,5.764449076674985e-28,4.383019216159241e-195,1.0,2.380194151655785e-35
2002-07-24,2,state_2,1.0753485003960878e-27,1.368654348929786e-194,1.0,5.16077330008833e-35
2002-07-25,2,state_2,2.1873476332388027e-27,1.6976689766787006e-194,1.0,9.070385445950445e-35
2002-07-26,2,state_2,1.7442612693086163e-28,2.1363251498454937e-195,1.0,8.209174068846797e-36
2002-07-29,2,state_2,8.954997691087042e-28,1.2595226904207681e-194,1.0,4.4123067766076215e-35
2002-07-30,2,state_2,1.6513824956371879e-28,1.883077513211458e-195,1.0,7.67560579084899e-36
2002-07-31,2,state_2,1.8133897475637044e-28,1.6772027514690483e-195,1.0,7.94730136877634e-36
2002-08-01,2,state_2,9.150800536360032e-28,7.505098179226755e-195,1.0,3.8758089247578763e-35
2002-08-02,2,state_2,2.354201010830898e-28,2.3227597054397713e-195,1.0,1.0481820475687538e-35
2002-08-05,2,state_2,5.306593178681566e-28,4.8885828077509845e-195,1.0,2.3266461722901947e-35
2002-08-06,2,state_2,9.987673049613842e-28,1.4387282311907108e-194,1.0,4.996206254827979e-35
2002-08-07,2,state_2,1.8228626218801848e-28,2.180020346642485e-195,1.0,8.630006369337397e-36
2002-08-08,2,state_2,3.6532753818679354e-28,4.918333666076607e-195,1.0,1.7932502671277023e-35
2002-08-09,2,state_2,1.8171293613616097e-28,1.8869627473943186e-195,1.0,8.292722073988873e-36
2002-08-12,2,state_2,1.5631947770718757e-28,1.6706501350070725e-195,1.0,7.21348960806933e-36
2002-08-13,2,state_2,4.2861470278485746e-28,3.4172223253765618e-195,1.0,1.8316773220821264e-35
2002-08-14,2,state_2,2.910994365003726e-27,3.6291762170243654e-194,1.0,1.4259798143876677e-34
2002-08-15,2,state_2,1.7844074133368723e-28,1.5972164378466994e-195,1.0,7.976905258838283e-36
2002-08-16,2,state_2,1.4164871874779065e-28,1.1519753803548315e-195,1.0,6.177840037311518e-36
2002-08-19,2,state_2,2.0608591993914813e-28,1.9284190526609697e-195,1.0,9.343519870192134e-36
2002-08-20,2,state_2,1.5124312761160372e-28,1.2675628097678777e-195,1.0,6.628662822099108e-36
2002-08-21,2,state_2,1.9539731337382814e-28,1.970581308084653e-195,1.0,8.98682431662148e-36
2002-08-22,2,state_2,1.7597093790592557e-28,1.8593830586986885e-195,1.0,8.161527497218517e-36
2002-08-23,2,state_2,5.670455526319452e-28,4.361567236252817e-195,1.0,2.4041476775505454e-35
2002-08-26,2,state_2,1.4442700925706768e-28,1.3819975688911915e-195,1.0,6.491490960204097e-36
2002-08-27,2,state_2,4.412950593203972e-28,3.335405366347619e-195,1.0,1.8584752248266179e-35
2002-08-28,2,state_2,4.668440357197499e-28,3.403865877604841e-195,1.0,1.9474291061336063e-35
2002-08-29,2,state_2,1.524138729313943e-28,1.4106636515751946e-195,1.0,6.788191204798994e-36
2002-08-30,2,state_2,1.5409940279995364e-28,1.2216943923863168e-195,1.0,6.562634763693745e-36
2002-09-01,2,state_2,1.189200542820282e-28,9.613057680619489e-196,1.0,5.0862212577428335e-36
2002-09-03,2,state_2,3.3945059362346267e-28,2.0823812504250367e-195,1.0,1.34376515912591e-35
2002-09-04,2,state_2,1.0451399491070475e-28,7.805775162707956e-196,1.0,4.3580687713947486e-36
2002-09-05,2,state_2,1.8011796130862771e-28,1.1890187764367099e-195,1.0,7.224894351400292e-36
2002-09-06,2,state_2,2.0573547233846983e-28,1.855606097893542e-195,1.0,9.001087004757697e-36
2002-09-09,2,state_2,1.1006720594871564e-28,9.020346429926053e-196,1.0,4.6731253960761276e-36
2002-09-10,2,state_2,1.5682594030474809e-28,1.3797504654720128e-195,1.0,6.795502792861229e-36
2002-09-11,2,state_2,1.1181831409273658e-28,8.052654723663035e-196,1.0,4.573222078398337e-36
2002-09-12,2,state_2,2.067260352911975e-28,1.348088387489047e-195,1.0,8.221377870253083e-36
2002-09-13,2,state_2,1.1479032965131234e-28,8.86809146378343e-196,1.0,4.793117084562102e-36
2002-09-16,2,state_2,1.3417675270762356e-28,8.924520968610389e-196,1.0,5.3768649537941e-36
2002-09-17,2,state_2,1.6906083753660048e-28,1.0567956076956984e-195,1.0,6.677188969166797e-36
2002-09-18,2,state_2,1.2936408751883092e-28,8.464246951746157e-196,1.0,5.189999038569613e-36
2002-09-19,2,state_2,1.468996963429411e-28,8.950211454846465e-196,1.0,5.812061782156092e-36
2002-09-20,2,state_2,1.1649925702410932e-28,7.034190321282817e-196,1.0,4.6470393938002684e-36
2002-09-23,2,state_2,2.4571953123120265e-28,1.2164221270226614e-195,1.0,9.317361904524016e-36
2002-09-24,2,state_2,1.179448301590764e-28,6.465196132486321e-196,1.0,4.6355665508088e-36
2002-09-25,2,state_2,3.932887327910314e-28,2.5224972446300994e-195,1.0,1.6297629430357126e-35
2002-09-26,2,state_2,1.3439471401478927e-28,6.499863342065311e-196,1.0,5.142922920144199e-36
2002-09-27,2,state_2,1.375123318493237e-28,6.517613073974581e-196,1.0,5.2548246694277355e-36
2002-09-30,2,state_2,2.2903745777030547e-28,1.0240556719996427e-195,1.0,8.634926647618373e-36
2002-10-01,2,state_2,1.998202144916388e-27,1.38297853259651e-194,1.0,8.605744705297095e-35
2002-10-02,2,state_2,2.9607528448565567e-28,1.2534122942397714e-195,1.0,1.1066073004106041e-35
2002-10-03,2,state_2,1.9738474646234293e-28,8.944188511292428e-196,1.0,7.523190883106327e-36
2002-10-04,2,state_2,1.7058230334736992e-28,8.374022778074163e-196,1.0,6.638923916268094e-36
2002-10-07,2,state_2,1.4078025251241229e-28,7.546925681652003e-196,1.0,5.620152764606157e-36
2002-10-08,2,state_2,1.3205558557480263e-28,7.5960538851899485e-196,1.0,5.3890435900607114e-36
2002-10-09,2,state_2,1.3864430537356943e-28,7.379326928362424e-196,1.0,5.563098715005681e-36
2002-10-10,2,state_2,9.57342489839394e-28,6.3914695634872e-195,1.0,4.142689386199179e-35
2002-10-11,2,state_2,1.128363592213343e-27,7.4678864229918e-195,1.0,4.894720016606365e-35
2002-10-14,2,state_2,1.3383858012540136e-28,6.83443246958619e-196,1.0,5.405286535039784e-36
2002-10-15,2,state_2,6.541585512062275e-28,4.320286478618088e-195,1.0,2.8494671403218005e-35
2002-10-16,2,state_2,3.0695969966354243e-28,1.343659343954705e-195,1.0,1.1913564396399302e-35
2002-10-17,2,state_2,2.805614156571531e-28,1.8841169790404782e-195,1.0,1.228582759300608e-35
2002-10-18,2,state_2,1.3596755055045215e-28,8.841127831169102e-196,1.0,5.886079634950544e-36
2002-10-21,2,state_2,1.7659173250815916e-28,1.3472853872908253e-195,1.0,7.977030066973297e-36
2002-10-22,2,state_2,1.5067814802101046e-28,1.0654873315281665e-195,1.0,6.655610809157597e-36
2002-10-23,2,state_2,1.9199727478401365e-28,1.6979656766201033e-195,1.0,9.018797029986966e-36
2002-10-24,2,state_2,3.0326472591002803e-28,2.206177410227258e-195,1.0,1.349060685746561e-35
2002-10-25,2,state_2,3.3743369432819887e-28,3.568830451575952e-195,1.0,1.6634829929709128e-35
2002-10-28,2,state_2,2.120349923583995e-28,1.9253357706291655e-195,1.0,9.987363348248909e-36
2002-10-29,2,state_2,3.231835557787986e-28,2.6837931048247194e-195,1.0,1.4853528071553093e-35
2002-10-30,2,state_2,3.224945368059588e-28,3.6372182748199444e-195,1.0,1.6138653216900862e-35
2002-10-31,2,state_2,2.0495618098751628e-28,2.0301528610391924e-195,1.0,9.879188635674189e-36
2002-11-01,2,state_2,3.441431360785146e-28,4.103630581383814e-195,1.0,1.744848418288302e-35
2002-11-04,2,state_2,2.9008510535325695e-28,3.528608382654066e-195,1.0,1.473841410711651e-35
2002-11-05,2,state_2,1.822425025169126e-28,2.033568363948247e-195,1.0,9.004309374416655e-36
2002-11-06,2,state_2,1.8431246590810822e-28,2.120607868496105e-195,1.0,9.157883336738132e-36
2002-11-07,2,state_2,4.279919899220253e-28,3.311510000229619e-195,1.0,1.907677859284914e-35
2002-11-08,2,state_2,1.757319386937405e-28,1.3199372063606606e-195,1.0,7.7719150215389e-36
2002-11-11,2,state_2,2.7736968996814445e-28,1.8190598018817385e-195,1.0,1.1803098716553927e-35
2002-11-12,2,state_2,1.8408002998728905e-28,1.5487989143319823e-195,1.0,8.379754525705166e-36
2002-11-13,2,state_2,1.265953076542699e-28,1.0092292525006181e-195,1.0,5.652764700051312e-36
2002-11-14,2,state_2,2.6432983035843493e-28,2.377542844701858e-195,1.0,1.2173046258470358e-35
2002-11-15,2,state_2,1.2667998658826904e-28,1.083099379514259e-195,1.0,5.710324297821612e-36
2002-11-18,2,state_2,1.4160720211374508e-28,1.065745652279636e-195,1.0,6.12786436080615e-36
2002-11-19,2,state_2,1.4680367921410162e-28,1.1099266967888991e-195,1.0,6.331154208050063e-36
2002-11-20,2,state_2,4.432288181110482e-28,4.8921253277064174e-195,1.0,2.1150308724702642e-35
2002-11-21,2,state_2,3.2886618290260885e-28,4.183179241981164e-195,1.0,1.6152945395444176e-35
2002-11-22,2,state_2,1.2924510923686755e-28,1.5058769979646334e-195,1.0,6.13584656466882e-36
2002-11-25,2,state_2,1.459583082110611e-28,2.0405894181707072e-195,1.0,7.236724041629404e-36
2002-11-26,2,state_2,3.8984699624076872e-28,4.46650347701823e-195,1.0,1.822358274943978e-35
2002-11-27,2,state_2,2.986230904827287e-28,5.076418503395685e-195,1.0,1.548815028448056e-35
2002-11-29,2,state_2,1.6396134279984624e-28,2.3934327650792715e-195,1.0,8.091618707786687e-36
2002-12-01,2,state_2,1.580601152004403e-28,2.4476296692438047e-195,1.0,7.890950886693343e-36
2002-12-02,2,state_2,1.740551647151744e-28,3.021254266890515e-195,1.0,8.922097465855543e-36
2002-12-03,2,state_2,3.752705888478416e-28,5.339122564445625e-195,1.0,1.8160676023109859e-35
2002-12-04,2,state_2,2.764064326111277e-28,4.095911529018402e-195,1.0,1.3480410114828487e-35
2002-12-05,2,state_2,2.177781491773195e-28,3.3882288940560422e-195,1.0,1.07276824431851e-35
2002-12-06,2,state_2,1.8936562706200773e-28,3.365881521189722e-195,1.0,9.639657160106549e-36
2002-12-09,2,state_2,1.1995169879132587e-27,1.565970685844874e-194,1.0,5.58527759373121e-35
2002-12-10,2,state_2,2.057255957878404e-28,3.505657865836572e-195,1.0,1.0265244052484709e-35
2002-12-11,2,state_2,1.8264702340208204e-28,2.8856511577073486e-195,1.0,8.882443716860602e-36
2002-12-12,2,state_2,1.893838434206741e-28,2.963013700758975e-195,1.0,9.150234470028522e-36
2002-12-13,2,state_2,4.707534669163471e-28,6.219612698837734e-195,1.0,2.160240876751684e-35
2002-12-16,2,state_2,4.3866132004336065e-28,8.211720047306937e-195,1.0,2.2148021180328528e-35
2002-12-17,2,state_2,2.0257476900508727e-28,3.237721910485068e-195,1.0,9.747056170211124e-36
2002-12-18,2,state_2,3.1446596448290683e-28,4.400372216683314e-195,1.0,1.4534711694055443e-35
2002-12-19,2,state_2,2.54281511834162e-28,3.733090103452534e-195,1.0,1.1884866007759032e-35
2002-12-20,2,state_2,2.259246149205389e-28,3.604753712811384e-195,1.0,1.0828178129003795e-35
2002-12-23,2,state_2,2.258860761611071e-28,3.5387670131806714e-195,1.0,1.0794852408154849e-35
2002-12-24,2,state_2,2.1165585977791304e-28,2.6877946766656257e-195,1.0,9.571429667211874e-36
2002-12-25,2,state_2,1.7591116769886305e-28,2.2963689153183493e-195,1.0,8.02952023028713e-36
2002-12-26,2,state_2,1.607792106427144e-28,1.8661916538336137e-195,1.0,7.143551563913822e-36
2002-12-27,2,state_2,2.0315369483624634e-28,2.0020589299041903e-195,1.0,8.65839014464079e-36
2002-12-30,2,state_2,1.5038715364368525e-28,1.414690295389658e-195,1.0,6.36314890810902e-36
2002-12-31,2,state_2,1.4748736360590695e-28,1.1590927225554303e-195,1.0,5.9911286346559846e-36
2003-01-01,2,state_2,1.249668314477789e-28,9.249384302950433e-196,1.0,5.026437260678243e-36
2003-01-02,2,state_2,4.487109775471655e-28,3.7183149440758494e-195,1.0,1.8798665447502154e-35
2003-01-03,2,state_2,1.1936634053540835e-28,7.666285107579262e-196,1.0,4.6725676442174875e-36
2003-01-06,2,state_2,1.6155703130912693e-28,1.0128403463356258e-195,1.0,6.327514942490717e-36
2003-01-07,2,state_2,1.1116779885015225e-28,6.51851760549678e-196,1.0,4.27295624077942e-36
2003-01-08,2,state_2,1.9888430637368907e-28,8.9418395393851e-196,1.0,7.117412138191412e-36
2003-01-09,2,state_2,1.950241673049838e-28,1.2066751845609303e-195,1.0,7.638459413748253e-36
2003-01-10,2,state_2,1.0984020092169235e-28,6.580203657881647e-196,1.0,4.252317173079008e-36
2003-01-13,2,state_2,9.888097384053972e-29,5.343922802812445e-196,1.0,3.7170363162961325e-36
2003-01-14,2,state_2,9.653999460466695e-29,5.644639149749642e-196,1.0,3.707932727024726e-36
2003-01-15,2,state_2,1.138693379023387e-28,6.054322206447182e-196,1.0,4.260149330388561e-36
2003-01-16,2,state_2,1.122929939219503e-28,5.933296920583151e-196,1.0,4.19144799423863e-36
2003-01-17,2,state_2,4.674360827426874e-28,2.0099313474564864e-195,1.0,1.6491050610362595e-35
2003-01-21,2,state_2,1.113898817594755e-28,5.578309709706381e-196,1.0,4.0880134101730166e-36
2003-01-22,2,state_2,1.0021096407407449e-28,5.13445634067638e-196,1.0,3.6982668055892165e-36
2003-01-23,2,state_2,1.3959821296142063e-28,8.188402851127107e-196,1.0,5.347741969258099e-36
2003-01-24,2,state_2,1.8045755135915856e-28,8.090949005946979e-196,1.0,6.399877416271167e-36
2003-01-27,2,state_2,1.1120332200298377e-28,5.357412935931167e-196,1.0,4.0162668196231726e-36
2003-01-28,2,state_2,1.026081141053623e-28,5.520671222867663e-196,1.0,3.8163429330983226e-36
2003-01-29,2,state_2,1.1128706379285743e-28,6.017453274733648e-196,1.0,4.1409631696014926e-36
2003-01-30,2,state_2,1.7325006441523047e-28,7.510036866008872e-196,1.0,6.043147461885746e-36
2003-01-31,2,state_2,1.0423114748762166e-28,5.098593685544492e-196,1.0,3.746439570050908e-36
2003-02-01,2,state_2,1.0606546123143632e-28,5.419992039323069e-196,1.0,3.844604043000056e-36
2003-02-03,2,state_2,1.0866869155065243e-28,5.762956915509476e-196,1.0,3.967066021403692e-36
2003-02-04,2,state_2,1.2727224850263597e-28,6.336794692153757e-196,1.0,4.5564020496880264e-36
2003-02-05,2,state_2,1.14632781543451e-28,5.91250936211396e-196,1.0,4.145854732594685e-36
2003-02-06,2,state_2,1.1556461097174782e-28,6.28159314481956e-196,1.0,4.241841171764642e-36
2003-02-07,2,state_2,1.468589639717502e-28,6.999188723809213e-196,1.0,5.202503999533782e-36
2003-02-10,2,state_2,1.1886791023570841e-28,6.104435790497967e-196,1.0,4.321252762715575e-36
2003-02-11,2,state_2,1.1299877278808915e-28,5.33810628567838e-196,1.0,4.031694261352352e-36
2003-02-12,2,state_2,1.3177559848878564e-28,5.126259355862406e-196,1.0,4.48000850867874e-36
2003-02-13,2,state_2,1.138068821528608e-28,4.409998135189374e-196,1.0,3.891174924435147e-36
2003-02-14,2,state_2,1.685167050547384e-28,6.419735547459197e-196,1.0,5.7835257296294885e-36
2003-02-18,2,state_2,2.2573206689651126e-28,8.971422070193258e-196,1.0,7.846708460689124e-36
2003-02-19,2,state_2,1.1738428771103913e-28,3.8020164644375535e-196,1.0,3.845383518980387e-36
2003-02-20,2,state_2,1.146940854842419e-28,3.721733595490833e-196,1.0,3.756126906382342e-36
2003-02-21,2,state_2,1.1699461898754048e-28,3.8883798134750517e-196,1.0,3.860817466941471e-36
2003-02-24,2,state_2,1.5026396903215023e-28,4.319599632518814e-196,1.0,4.7568923339133256e-36
2003-02-25,2,state_2,1.1526859372045262e-28,3.596206822138719e-196,1.0,3.7253448246861e-36
2003-02-26,2,state_2,1.797122933750968e-28,4.856132538313958e-196,1.0,5.571424807105837e-36
2003-02-27,2,state_2,1.6693967669009593e-28,5.518590600975759e-196,1.0,5.4748869117316045e-36
2003-02-28,2,state_2,1.3741148969505704e-28,4.396919348847297e-196,1.0,4.449519042931035e-36
2003-03-01,2,state_2,1.170786012211647e-28,3.4650525675430143e-196,1.0,3.6972619425708815e-36
2003-03-03,2,state_2,1.7013142321564416e-28,4.472857642654809e-196,1.0,5.190047540915138e-36
2003-03-04,2,state_2,1.2410289149401754e-28,3.4748066148027633e-196,1.0,3.8456007366706604e-36
2003-03-05,2,state_2,1.1841085054636076e-28,3.416881095976367e-196,1.0,3.691787197618729e-36
2003-03-06,2,state_2,1.1972324996379047e-28,3.3403208444706145e-196,1.0,3.691275780427311e-36
2003-03-07,2,state_2,1.1834068047760167e-28,3.339505008408704e-196,1.0,3.6530244222927106e-36
2003-03-10,2,state_2,1.8088075806348012e-28,4.448575960615793e-196,1.0,5.361590699312124e-36
2003-03-11,2,state_2,1.2891166035410968e-28,3.413503921840652e-196,1.0,3.885530261634893e-36
2003-03-12,2,state_2,1.4855495772483407e-28,4.5169631926503085e-196,1.0,4.646651225198313e-36
2003-03-13,2,state_2,1.3517589537292115e-27,5.2152931667391434e-195,1.0,4.5184749066780205e-35
2003-03-14,2,state_2,1.1391745827985623e-28,3.411713833153563e-196,1.0,3.519014043489912e-36
2003-03-17,2,state_2,2.5377724225213785e-28,1.003819592639168e-195,1.0,8.429721086565838e-36
2003-03-18,2,state_2,1.1657452811657684e-28,4.61582415729326e-196,1.0,3.846045939531554e-36
2003-03-19,2,state_2,1.1888380708465317e-28,4.525135365359666e-196,1.0,3.862295267117748e-36
2003-03-20,2,state_2,1.120863332469139e-28,4.865634477640288e-196,1.0,3.760267283343785e-36
2003-03-21,2,state_2,1.2970063626017184e-28,6.512297680349716e-196,1.0,4.510739489857129e-36
2003-03-24,2,state_2,5.502646296971022e-28,2.063470731333127e-195,1.0,1.762834014394096e-35
2003-03-25,2,state_2,1.3622239382328244e-28,6.99435828360741e-196,1.0,4.743100666570021e-36
2003-03-26,2,state_2,1.2281633992768123e-28,6.123422319982752e-196,1.0,4.2276604032094716e-36
2003-03-27,2,state_2,1.3258496446841852e-28,6.219273913916458e-196,1.0,4.4762506208477905e-36
2003-03-28,2,state_2,1.4467188027025314e-28,6.616248162973292e-196,1.0,4.843935498959638e-36
2003-03-31,2,state_2,3.1000132178230586e-28,1.249581839400146e-195,1.0,1.0015901611169993e-35
2003-04-01,2,state_2,1.256742562933879e-28,6.14891162314274e-196,1.0,4.271303550738772e-36
2003-04-02,2,state_2,1.9584454529321327e-28,1.0648859915389108e-195,1.0,6.838735487726472e-36
2003-04-03,2,state_2,1.2658081779620259e-28,6.40954485453339e-196,1.0,4.313099855267875e-36
2003-04-04,2,state_2,1.4931861848041568e-28,6.355546198281809e-196,1.0,4.829573576014085e-36
2003-04-07,2,state_2,1.136193227340972e-28,5.1600436344946e-196,1.0,3.729340057356351e-36
2003-04-08,2,state_2,1.1171015835483916e-28,4.70965667530735e-196,1.0,3.581977241032087e-36
2003-04-09,2,state_2,1.8212784844524063e-28,6.114962526434148e-196,1.0,5.4736074345510054e-36
2003-04-10,2,state_2,1.2548695747515965e-28,4.625468334170449e-196,1.0,3.8644796290109133e-36
2003-04-11,2,state_2,1.3119612422294743e-28,4.311900945791159e-196,1.0,3.89333175078751e-36
2003-04-14,2,state_2,1.5843526521907428e-28,6.151309635606165e-196,1.0,4.909486487872608e-36
2003-04-15,2,state_2,1.2437913483067619e-28,4.586861435670476e-196,1.0,3.7878455801217334e-36
2003-04-16,2,state_2,1.1894091453063304e-28,4.070696754958075e-196,1.0,3.546567555363027e-36
2003-04-17,2,state_2,1.6415331340800652e-28,6.55321849583648e-196,1.0,5.105590916239821e-36
2003-04-18,2,state_2,1.1467271457579074e-28,4.1214275376541604e-196,1.0,3.457493988837959e-36
2003-04-21,2,state_2,1.1444030674644448e-28,4.1774025145888504e-196,1.0,3.466264534420571e-36
2003-04-22,2,state_2,1.4280190491565384e-28,6.141982134180482e-196,1.0,4.5093137592318683e-36
2003-04-23,2,state_2,1.1521225114357572e-28,5.053234941385692e-196,1.0,3.6431257707116776e-36
2003-04-24,2,state_2,1.2016867928423067e-28,5.201537644346311e-196,1.0,3.777123625833884e-36
2003-04-25,2,state_2,1.681465717029458e-28,6.885453393359819e-196,1.0,5.198579617560113e-36
2003-04-28,2,state_2,1.4979435289756263e-28,7.861802597261648e-196,1.0,4.94724992924253e-36
2003-04-29,2,state_2,1.2238466053701202e-28,6.271527585810312e-196,1.0,4.0003502278864275e-36
2003-04-30,2,state_2,1.3256643824008375e-28,6.187221923368127e-196,1.0,4.213176819984579e-36
2003-05-01,2,state_2,1.2305791167125274e-28,6.538840509174757e-196,1.0,4.043024238118657e-36
2003-05-02,2,state_2,1.621179487822209e-28,9.934984338234157e-196,1.0,5.52104518372512e-36
2003-05-05,2,state_2,1.271059394235378e-28,7.253015033758148e-196,1.0,4.2259053780189864e-36
2003-05-06,2,state_2,1.4138381169360964e-28,9.269084872695577e-196,1.0,4.864435306608461e-36
2003-05-07,2,state_2,1.5457876086528048e-28,9.057069062769792e-196,1.0,5.140748606528407e-36
2003-05-08,2,state_2,1.82201092639077e-28,9.797232454390466e-196,1.0,5.91114433216522e-36
2003-05-09,2,state_2,1.7825109247969534e-28,1.1925287976102665e-195,1.0,6.130777536637992e-36
2003-05-12,2,state_2,1.394850852233494e-28,8.859570471159222e-196,1.0,4.716096780331299e-36
2003-05-13,2,state_2,1.307272444196193e-28,7.347483723812555e-196,1.0,4.2623788396036564e-36
2003-05-14,2,state_2,1.2452432453428893e-28,7.086324499800367e-196,1.0,4.064629324238528e-36
2003-05-15,2,state_2,1.2926732949802446e-28,7.916995355910998e-196,1.0,4.29289184398544e-36
2003-05-16,2,state_2,1.3230236241235123e-28,7.405379350287755e-196,1.0,4.272416809668679e-36
2003-05-19,2,state_2,3.752006218397142e-28,1.7449186784671552e-195,1.0,1.1502177064352783e-35
2003-05-20,2,state_2,1.227437610294988e-28,6.787752260283507e-196,1.0,3.935138103559993e-36
2003-05-21,2,state_2,1.2545553806588293e-28,6.668903915592358e-196,1.0,3.96917117919899e-36
2003-05-22,2,state_2,1.3727475822167787e-28,8.01304285835421e-196,1.0,4.450574265620677e-36
2003-05-23,2,state_2,1.2186130596862466e-28,6.521174180692918e-196,1.0,3.8507608149665066e-36
2003-05-27,2,state_2,2.934945584656325e-28,1.9147859486708053e-195,1.0,9.78922754634777e-36
2003-05-28,2,state_2,1.1977024424391088e-28,6.8587265675374945e-196,1.0,3.833566911133188e-36
2003-05-29,2,state_2,1.2020982083289284e-28,7.222981323762146e-196,1.0,3.886939915099701e-36
2003-05-30,2,state_2,1.406805500329285e-28,9.58672292458355e-196,1.0,4.6942996645777246e-36
2003-06-01,2,state_2,1.1996407316045163e-28,7.852652455404643e-196,1.0,3.9452508243179774e-36
2003-06-02,2,state_2,1.2885228671744281e-28,8.372625317950513e-196,1.0,4.221109704109449e-36
2003-06-03,2,state_2,1.2528307134345547e-28,9.268383465886148e-196,1.0,4.245119102208324e-36
2003-06-04,2,state_2,1.4988317010332717e-28,1.2712891821829452e-195,1.0,5.258180661723951e-36
2003-06-05,2,state_2,1.267064738058463e-28,1.0915502112065187e-195,1.0,4.4475208233345635e-36
2003-06-06,2,state_2,1.6593807553942169e-28,1.2490527271426246e-195,1.0,5.605798207352139e-36
2003-06-09,2,state_2,1.5175836909087671e-28,1.1462085951914347e-195,1.0,5.129651388446077e-36
2003-06-10,2,state_2,1.4247849886372728e-28,1.3032219721805674e-195,1.0,5.068412984973154e-36
2003-06-11,2,state_2,1.3509969514308077e-28,1.2841985973441638e-195,1.0,4.8427616683158944e-36
2003-06-12,2,state_2,1.3074873977280338e-28,1.2772939905977127e-195,1.0,4.703908344338435e-36
2003-06-13,2,state_2,2.2021335934185677e-28,1.9110834674239654e-195,1.0,7.653886782309014e-36
2003-06-16,2,state_2,2.492672158493621e-28,3.0655921889851344e-195,1.0,9.51048197242535e-36
2003-06-17,2,state_2,1.3726310984934704e-28,1.424947071771835e-195,1.0,4.975953512250813e-36
2003-06-18,2,state_2,1.3040951570786651e-28,1.4295849582926429e-195,1.0,4.7841480963098514e-36
2003-06-19,2,state_2,1.6542246128003218e-28,1.5162531791182693e-195,1.0,5.775592760580431e-36
2003-06-20,2,state_2,1.225292088155553e-28,1.1514492936543958e-195,1.0,4.305244390665423e-36
2003-06-23,2,state_2,1.5336759977914585e-28,1.2203005650628774e-195,1.0,5.149793256631375e-36
