date,MRF,regime
1925-03-01,-1.9221186763657798,risk_off
1925-04-01,-1.924096239429731,risk_off
1925-05-01,-1.9245917797032237,risk_off
1925-06-01,-1.9241003806018913,risk_off
1925-07-01,-1.9188969719384317,risk_off
1925-08-01,-1.921623136092287,risk_off
1925-09-01,-1.92385375997265,risk_off
1925-10-01,-1.919388371039764,risk_off
1925-11-01,-1.915424505709682,risk_off
1925-12-01,-1.9154203645375216,risk_off
1926-01-01,-1.917404367788643,risk_off
1926-02-01,-1.9188886895941115,risk_off
1926-03-01,-1.919626709324685,risk_off
1926-04-01,-1.919626709324685,risk_off
1926-05-01,-1.920619632028821,risk_off
1926-06-01,-1.9191311690511925,risk_off
1926-07-01,-1.920119950583168,risk_off
1926-08-01,-1.9186314876055395,risk_off
1926-09-01,-1.915905323451684,risk_off
1926-10-01,-1.9166474843544183,risk_off
1926-11-01,-1.9178851855306451,risk_off
1926-12-01,-1.9191228867068721,risk_off
1927-01-01,-1.923331073651186,risk_off
1927-02-01,-1.9208538291415818,risk_off
1927-03-01,-1.9201075270666874,risk_off
1927-04-01,-1.9245687748274127,risk_off
1927-05-01,-1.9243180130260114,risk_off
1927-06-01,-1.9248153954566543,risk_off
1927-07-01,-1.9263038584342826,risk_off
1927-08-01,-1.9248195366288143,risk_off
1927-09-01,-1.9253192180744674,risk_off
1927-10-01,-1.9270566006963472,risk_off
1927-11-01,-1.9277987615990813,risk_off
1927-12-01,-1.9273032213255887,risk_off
1928-01-01,-1.924821835643824,risk_off
1928-02-01,-1.924572915999573,risk_off
1928-03-01,-1.9235799932954372,risk_off
1928-04-01,-1.922593053920612,risk_off
1928-05-01,-1.9203624300402495,risk_off
1928-06-01,-1.9201116682388475,risk_off
1928-07-01,-1.9178810443584848,risk_off
1928-08-01,-1.915401500833871,risk_off
1928-09-01,-1.912924256324267,risk_off
1928-10-01,-1.9126711955078552,risk_off
1928-11-01,-1.9116759737887097,risk_off
1928-12-01,-1.9091945881069454,risk_off
1929-01-01,-1.9072105848558243,risk_off
1929-02-01,-1.9084501281892015,risk_off
1929-03-01,-1.9064684239530902,risk_off
1929-04-01,-1.9047310413312102,risk_off
1929-05-01,-1.9037339774549142,risk_off
1929-06-01,-1.9020007360051945,risk_off
1929-07-01,-1.8985324109486048,risk_off
1929-08-01,-1.9000208739262336,risk_off
1929-09-01,-1.9010119544732191,risk_off
1929-10-01,-1.9049776619604515,risk_off
1929-11-01,-1.9141472349690034,risk_off
1929-12-01,-1.9201010868795174,risk_off
1930-01-01,-1.9215854086849857,risk_off
1930-02-01,-1.9235652707639468,risk_off
1930-03-01,-1.9270335958205365,risk_off
1930-04-01,-1.928026518524672,risk_off
1930-05-01,-1.9314948435812618,risk_off
1930-06-01,-1.9371937925182139,risk_off
1930-07-01,-1.9463610665117557,risk_off
1930-08-01,-1.9488406100363695,risk_off
1930-09-01,-1.950824613287491,risk_off
1930-10-01,-1.9552858610482162,risk_off
1930-11-01,-1.9599918872810327,risk_off
1930-12-01,-1.9646997556709995,risk_off
1931-01-01,-1.9666796177499606,risk_off
1931-02-01,-1.9684105601846702,risk_off
1931-03-01,-1.967166875679133,risk_off
1931-04-01,-1.968155657211108,risk_off
1931-05-01,-1.9718706028969395,risk_off
1931-06-01,-1.9758344682270215,risk_off
1931-07-01,-1.97732293120465,risk_off
1931-08-01,-1.9807953974333998,risk_off
1931-09-01,-1.9860029472690197,risk_off
1931-10-01,-1.990959735303238,risk_off
1931-11-01,-1.9919508158502233,risk_off
1931-12-01,-1.9946728388319181,risk_off
1932-01-01,-1.9986385463191514,risk_off
1932-02-01,-2.002106871375741,risk_off
1932-03-01,-2.003097951922726,risk_off
1932-04-01,-2.009296582305331,risk_off
1932-05-01,-2.0132622897925643,risk_off
1932-06-01,-2.0164839942199118,risk_off
1932-07-01,-2.017725836568299,risk_off
1932-08-01,-2.0149996724144437,risk_off
1932-09-01,-2.0097939647359744,risk_off
1932-10-01,-2.008796900859678,risk_off
1932-11-01,-2.0095390617624123,risk_off
1932-12-01,-2.012511846545509,risk_off
1933-01-01,-2.0162267922313406,risk_off
1933-02-01,-2.017215573763316,risk_off
1933-03-01,-2.020936959636317,risk_off
1933-04-01,-2.0159760304299383,risk_off
1933-05-01,-2.000607827038782,risk_off
1933-06-01,-1.9842448587863386,risk_off
1933-07-01,-1.9696252564850862,risk_off
1933-08-01,-1.9733466423580872,risk_off
1933-09-01,-1.9778161724631331,risk_off
1933-10-01,-1.9820330986096268,risk_off
1933-11-01,-1.9874895680894977,risk_off
1933-12-01,-1.9877361887187392,risk_off
1934-01-01,-1.9832767831151643,risk_off
1934-02-01,-1.9765849114740761,risk_off
1934-03-01,-1.9721213646983409,risk_off
1934-04-01,-1.9721213646983409,risk_off
1934-05-01,-1.97013736144722,risk_off
1934-06-01,-1.9706370428928728,risk_off
1934-07-01,-1.977580133193222,risk_off
1934-08-01,-1.9763465731891552,risk_off
1934-09-01,-1.9803187208635578,risk_off
1934-10-01,-1.9778350361667838,risk_off
1934-11-01,-1.976842113462648,risk_off
1934-12-01,-1.97014794280655,risk_off
1935-01-01,-1.959985447093863,risk_off
1935-02-01,-1.9572574407828567,risk_off
1935-03-01,-1.9577548232135,risk_off
1935-04-01,-1.958996665561887,risk_off
1935-05-01,-1.958996665561887,risk_off
1935-06-01,-1.9575082025842585,risk_off
1935-07-01,-1.9582503634869926,risk_off
1935-08-01,-1.9527980351792817,risk_off
1935-09-01,-1.9498211092240245,risk_off
1935-10-01,-1.9463486429952752,risk_off
1935-11-01,-1.9438690994706609,risk_off
1935-12-01,-1.9416384755902985,risk_off
1936-01-01,-1.9443646397441539,risk_off
1936-02-01,-1.9473415656994106,risk_off
1936-03-01,-1.9473374245272503,risk_off
1936-04-01,-1.9398969517962583,risk_off
1936-05-01,-1.9388998879199624,risk_off
1936-06-01,-1.9349360225898797,risk_off
1936-07-01,-1.9309721572597978,risk_off
1936-08-01,-1.9282459931059424,risk_off
1936-09-01,-1.925764607424178,risk_off
1936-10-01,-1.9237806041730567,risk_off
1936-11-01,-1.918328275865346,risk_off
1936-12-01,-1.911636404224258,risk_off
1937-01-01,-1.9099073039466985,risk_off
1937-02-01,-1.907181139792843,risk_off
1937-03-01,-1.9022243517586253,risk_off
1937-04-01,-1.9014821908558912,risk_off
1937-05-01,-1.9017269693279821,risk_off
1937-06-01,-1.9044549756389877,risk_off
1937-07-01,-1.9019777311293837,risk_off
1937-08-01,-1.9037128147362536,risk_off
1937-09-01,-1.9086719017854814,risk_off
1937-10-01,-1.9225534843561602,risk_off
1937-11-01,-1.938174291705869,risk_off
1937-12-01,-1.9513137133738137,risk_off
1938-01-01,-1.9545354178011616,risk_off
1938-02-01,-1.957012662310766,risk_off
1938-03-01,-1.9577548232135,risk_off
1938-04-01,-1.9612231482700895,risk_off
1938-05-01,-1.9637026917947034,risk_off
1938-06-01,-1.962711611247718,risk_off
1938-07-01,-1.9560155984344698,risk_off
1938-08-01,-1.9515479104865743,risk_off
1938-09-01,-1.9473332833550905,risk_off
1938-10-01,-1.9450985183025675,risk_off
1938-11-01,-1.9401394312533395,risk_off
1938-12-01,-1.9393931291784452,risk_off
1939-01-01,-2.1525755101775044,risk_off
1939-02-01,-2.1500047049332935,risk_off
1939-03-01,-2.1482279084066764,risk_off
1939-04-01,-2.1510589598129206,risk_off
1939-05-01,-2.1491797252817597,risk_off
1939-06-01,-2.14550062809826,risk_off
1939-07-01,-2.1437504040589532,risk_off
1939-08-01,-2.140291090781226,risk_off
1939-09-01,-2.127236713040406,risk_off
1939-10-01,-2.117683513361317,risk_off
1939-11-01,-2.114896664036716,risk_off
1939-12-01,-2.113625405989782,risk_off
1940-01-01,-2.114290220229162,risk_off
1940-02-01,-2.1168844161280274,risk_off
1940-03-01,-2.118506644273478,risk_off
1940-04-01,-2.117860533267246,risk_off
1940-05-01,-2.11296396603565,risk_off
1940-06-01,-2.1090958007858456,risk_off
1940-07-01,-2.1081493614013342,risk_off
1940-08-01,-2.103066995400165,risk_off
1940-09-01,-2.095812716203301,risk_off
1940-10-01,-2.0882416221071014,risk_off
1940-11-01,-2.080764912774924,risk_off
1940-12-01,-2.070855959053529,risk_off
1941-01-01,-2.064074645291275,risk_off
1941-02-01,-2.056533009409367,risk_off
1941-03-01,-2.0493836599806365,risk_off
1941-04-01,-2.0430192314739557,risk_off
1941-05-01,-2.0283769256894337,risk_off
1941-06-01,-2.020358374570501,risk_off
1941-07-01,-2.0119689714925713,risk_off
1941-08-01,-2.004441100434072,risk_off
1941-09-01,-2.0003132626119915,risk_off
1941-10-01,-1.997266386665773,risk_off
1941-11-01,-1.995796828684681,risk_off
1941-12-01,-1.9911347692691816,risk_off
1942-01-01,-1.9840528876312067,risk_off
1942-02-01,-1.9786385593365754,risk_off
1942-03-01,-1.971928912228316,risk_off
1942-04-01,-1.9707405938951947,risk_off
1942-05-01,-1.9658915275623816,risk_off
1942-06-01,-1.9627787659795164,risk_off
1942-07-01,-1.9543635854718586,risk_off
1942-08-01,-1.9436740537639625,risk_off
1942-09-01,-1.9366190335881732,risk_off
1942-10-01,-1.9285675258544182,risk_off
1942-11-01,-1.9223887815654102,risk_off
1942-12-01,-1.915326936253866,risk_off
1943-01-01,-1.9104062882985493,risk_off
1943-02-01,-1.9024046387182423,risk_off
1943-03-01,-1.8988712320973955,risk_off
1943-04-01,-1.895038181133689,risk_off
1943-05-01,-1.8942655218787843,risk_off
1943-06-01,-1.8932614696385626,risk_off
1943-07-01,-1.8890087526808168,risk_off
1943-08-01,-1.8867015594176546,risk_off
1943-09-01,-1.8823223792427262,risk_off
1943-10-01,-1.877373117608134,risk_off
1943-11-01,-1.8736480166484686,risk_off
1943-12-01,-1.8766074179979089,risk_off
1944-01-01,-1.875284614654903,risk_off
1944-02-01,-1.87488258781858,risk_off
1944-03-01,-1.8773495924445547,risk_off
1944-04-01,-1.879840812303175,risk_off
1944-05-01,-1.8820046722583486,risk_off
1944-06-01,-1.8825804297468431,risk_off
1944-07-01,-1.883870525535851,risk_off
1944-08-01,-1.8818075509515226,risk_off
1944-09-01,-1.8849743695510754,risk_off
1944-10-01,-1.88399967053663,risk_off
1944-11-01,-1.8851268002179928,risk_off
1944-12-01,-1.884180629851332,risk_off
1945-01-01,-1.8852930156653442,risk_off
1945-02-01,-1.8859321670268958,risk_off
1945-03-01,-1.8883225015146714,risk_off
1945-04-01,-1.895261518445898,risk_off
1945-05-01,-1.9015900471722829,risk_off
1945-06-01,-1.9075600115974864,risk_off
1945-07-01,-1.9148253443137533,risk_off
1945-08-01,-1.9385703749513106,risk_off
1945-09-01,-1.9747425727074095,risk_off
1945-10-01,-1.9791974639336205,risk_off
1945-11-01,-1.9686453500074406,risk_off
1945-12-01,-1.9667551964658025,risk_off
1946-01-01,-1.9672687411411578,risk_off
1946-02-01,-1.980026604966928,risk_off
1946-03-01,-1.9543975853748303,risk_off
1946-04-01,-1.9483101030580068,risk_off
1946-05-01,-1.9484039617822975,risk_off
1946-06-01,-1.9341588609036673,risk_off
1946-07-01,-1.9143003714624625,risk_off
1946-08-01,-1.8999410690337937,risk_off
1946-09-01,-1.8979793937407283,risk_off
1946-10-01,-1.8846728977162452,risk_off
1946-11-01,-1.8754759302440862,risk_off
1946-12-01,-1.8736666257468608,risk_off
1947-01-01,-1.7691704207234233,risk_off
1947-02-01,-1.7670927967945416,risk_off
1947-03-01,-1.7625968051575063,risk_off
1947-04-01,-1.7652045123115507,risk_off
1947-05-01,-1.7641024497174758,risk_off
1947-06-01,-1.762327482274184,risk_off
1947-07-01,-1.7620575858314966,risk_off
1947-08-01,-1.7579430865431167,risk_off
1947-09-01,-1.7518313044302425,risk_off
1947-10-01,-1.7475892654407903,risk_off
1947-11-01,-1.743706531731905,risk_off
1947-12-01,-1.7395368774807654,risk_off
1948-01-01,-1.6732421563407847,risk_off
1948-02-01,-1.628911218582995,risk_off
1948-03-01,-1.6062401717772097,risk_off
1948-04-01,-1.618305203438569,risk_off
1948-05-01,-1.6596613083994154,risk_off
1948-06-01,-1.6441615910034586,risk_off
1948-07-01,-1.6418652792289286,risk_off
1948-08-01,-1.6065423610731535,risk_off
1948-09-01,-1.6186938858825344,risk_off
1948-10-01,-1.6308716327741286,risk_off
1948-11-01,-1.6213114670881237,risk_off
1948-12-01,-1.6009001516941557,risk_off
1949-01-01,-1.570293326332553,risk_off
1949-02-01,-1.527527474214751,risk_off
1949-03-01,-1.4962350425202238,risk_off
1949-04-01,-1.4627842505297177,risk_off
1949-05-01,-1.3732504343834688,risk_off
1949-06-01,-1.3642546033382015,risk_off
1949-07-01,-1.308087295477208,risk_off
1949-08-01,-1.2948466204666715,risk_off
1949-09-01,-1.3157231183780507,risk_off
1949-10-01,-1.1739986596665735,risk_off
1949-11-01,-1.3441020265367065,risk_off
1949-12-01,-1.317721532558883,risk_off
1950-01-01,-1.327792740745619,risk_off
1950-02-01,-1.3396938148567366,risk_off
1950-03-01,-1.3436447024770395,risk_off
1950-04-01,-1.395512516398837,risk_off
1950-05-01,-1.4245236506031216,risk_off
1950-06-01,-1.4295813228535872,risk_off
1950-07-01,-1.4674695222081682,risk_off
1950-08-01,-1.5150678827229243,risk_off
1950-09-01,-1.5241010855305892,risk_off
1950-10-01,-1.5438944361214377,risk_off
1950-11-01,-1.5422160815717034,risk_off
1950-12-01,-1.5248616643534194,risk_off
1951-01-01,-1.5882607446571404,risk_off
1951-02-01,-1.6182852144608801,risk_off
1951-03-01,-1.6156571565821938,risk_off
1951-04-01,-1.650677287375996,risk_off
1951-05-01,-1.6622635176804956,risk_off
1951-06-01,-1.6395769204767336,risk_off
1951-07-01,-1.6538672745025202,risk_off
1951-08-01,-1.6560869200272292,risk_off
1951-09-01,-1.631974449224161,risk_off
1951-10-01,-1.6082364843882957,risk_off
1951-11-01,-1.605954435507827,risk_off
1951-12-01,-1.6503113631323039,risk_off
1952-01-01,-1.6377366008973717,risk_off
1952-02-01,-1.64781516111962,risk_off
1952-03-01,-1.670874388587049,risk_off
1952-04-01,-1.6717429714786003,risk_off
1952-05-01,-1.661120687611192,risk_off
1952-06-01,-1.66479607619999,risk_off
1952-07-01,-1.6437360736241882,risk_off
1952-08-01,-1.6068356700898072,risk_off
1952-09-01,-1.6351853917209176,risk_off
1952-10-01,-1.6438055324939627,risk_off
1952-11-01,-1.6634968958315617,risk_off
1952-12-01,-1.6726313906485746,risk_off
1953-01-01,-1.6492499376525545,risk_off
1953-02-01,-1.6822516683988524,risk_off
1953-03-01,-1.6798024940710163,risk_off
1953-04-01,-1.668258680196614,risk_off
1953-05-01,-1.6900814006712905,risk_off
1953-06-01,-1.690620684991736,risk_off
1953-07-01,-1.6758434916772582,risk_off
1953-08-01,-1.6654507731045054,risk_off
1953-09-01,-1.6455258958862906,risk_off
1953-10-01,-1.6247035182548124,risk_off
1953-11-01,-1.5841727954439495,risk_off
1953-12-01,-1.4720650946059195,risk_off
1954-01-01,-1.4272266302020449,risk_off
1954-02-01,-1.3926321577341374,risk_off
1954-03-01,-1.336792374340746,risk_off
1954-04-01,-1.314019379661889,risk_off
1954-05-01,-1.3144451934560906,risk_off
1954-06-01,-1.3500101224004812,risk_off
1954-07-01,-1.3267995242031154,risk_off
1954-08-01,-1.3037869019334452,risk_off
1954-09-01,-1.2919454282378708,risk_off
1954-10-01,-1.3370899238224543,risk_off
1954-11-01,-1.3795148654256604,risk_off
1954-12-01,-1.4123080158026042,risk_off
1955-01-01,-1.4191185617761317,risk_off
1955-02-01,-1.4392524871316543,risk_off
1955-03-01,-1.4458362420814148,risk_off
1955-04-01,-1.43025625612956,risk_off
1955-05-01,-1.4733935309392137,risk_off
1955-06-01,-1.482590038426752,risk_off
1955-07-01,-1.5032998858516373,risk_off
1955-08-01,-1.479200645241852,risk_off
1955-09-01,-1.4879514726222238,risk_off
1955-10-01,-1.4610951496392495,risk_off
1955-11-01,-1.4714455045911887,risk_off
1955-12-01,-1.4694954765166872,risk_off
1956-01-01,-1.4901963311256696,risk_off
1956-02-01,-1.5016215749835686,risk_off
1956-03-01,-1.4654930457057016,risk_off
1956-04-01,-1.4863833821314067,risk_off
1956-05-01,-1.4511550404126727,risk_off
1956-06-01,-1.4517429738501908,risk_off
1956-07-01,-1.448908219804023,risk_off
1956-08-01,-1.4726815067816623,risk_off
1956-09-01,-1.4918891381437618,risk_off
1956-10-01,-1.4890028577518308,risk_off
1956-11-01,-1.4432248868364392,risk_off
1956-12-01,-1.4512105945822795,risk_off
1957-01-01,-1.4462592354973296,risk_off
1957-02-01,-1.47247055503371,risk_off
1957-03-01,-1.4914164278237834,risk_off
1957-04-01,-1.4728037027640788,risk_off
1957-05-01,-1.454473423786597,risk_off
1957-06-01,-1.434521901327118,risk_off
1957-07-01,-1.4422528336840674,risk_off
1957-08-01,-1.4515066503097793,risk_off
1957-09-01,-1.4245693790604832,risk_off
1957-10-01,-1.4178238978533944,risk_off
1957-11-01,-1.3632215191239976,risk_off
1957-12-01,-1.3565691713343693,risk_off
1958-01-01,-1.3017312814571562,risk_off
1958-02-01,-1.2485292763334548,risk_off
1958-03-01,-1.2213719166828316,risk_off
1958-04-01,-1.1569958350291263,risk_off
1958-05-01,-1.1562002836563463,risk_off
1958-06-01,-1.1628768492774224,risk_off
1958-07-01,-1.1410127795433567,risk_off
1958-08-01,-1.147093411546125,risk_off
1958-09-01,-1.1734444708551208,risk_off
1958-10-01,-1.2111383980010981,risk_off
1958-11-01,-1.2528672015804574,risk_off
1958-12-01,-1.25170808103668,risk_off
1959-01-01,-0.9931842709363204,risk_off
1959-02-01,-0.9943644955225431,risk_off
1959-03-01,-1.0285735176589574,risk_off
1959-04-01,-1.0637700855838568,risk_off
1959-05-01,-1.0982036631538623,risk_off
1959-06-01,-1.1030976166069077,risk_off
1959-07-01,-1.0835104206935562,risk_off
1959-08-01,-1.1199511579311965,risk_off
1959-09-01,-1.061592525176671,risk_off
1959-10-01,-1.108224103769765,risk_off
1959-11-01,-1.0795108258750918,risk_off
1959-12-01,-1.046883174896968,risk_off
1960-01-01,-1.0611455552810956,risk_off
1960-02-01,-1.075596624847286,risk_off
1960-03-01,-1.1909881829866065,risk_off
1960-04-01,-1.1330428987608805,risk_off
1960-05-01,-1.1355031557457138,risk_off
1960-06-01,-1.1523339351954045,risk_off
1960-07-01,-1.1488601709805801,risk_off
1960-08-01,-1.1015715447861576,risk_off
1960-09-01,-1.1836517396448716,risk_off
1960-10-01,-1.1050268265964727,risk_off
1960-11-01,-1.1048627898888475,risk_off
1960-12-01,-1.13640565903341,risk_off
1961-01-01,-1.0960661957678133,risk_off
1961-02-01,-1.0670920240168453,risk_off
1961-03-01,-1.0295628761931328,risk_off
1961-04-01,-1.063358477181316,risk_off
1961-05-01,-1.0296124342152935,risk_off
1961-06-01,-0.9833821391227361,risk_off
1961-07-01,-0.9845868888166649,risk_off
1961-08-01,-0.992924181120537,risk_off
1961-09-01,-0.9703340045820623,risk_off
1961-10-01,-0.977541728225257,risk_off
1961-11-01,-1.001018357834627,risk_off
1961-12-01,-1.009023547696521,risk_off
1962-01-01,-1.0352416875047592,risk_off
1962-01-02,-0.9913654885209077,risk_off
1962-01-03,-0.9923846200167905,risk_off
1962-01-04,-0.9937434620113009,risk_off
1962-01-05,-0.992724330515418,risk_off
1962-01-08,-0.9923846200167905,risk_off
1962-01-09,-0.991705199019535,risk_off
1962-01-10,-0.99102577802228,risk_off
1962-01-11,-0.9906860675236523,risk_off
1962-01-12,-0.9906860675236523,risk_off
1962-01-15,-0.9900066465263972,risk_off
1962-01-16,-0.9889875150305144,risk_off
1962-01-17,-0.989327225529142,risk_off
1962-01-18,-0.9896669360277695,risk_off
1962-01-19,-0.9896669360277695,risk_off
1962-01-22,-0.9903463570250247,risk_off
1962-01-23,-0.9896669360277695,risk_off
1962-01-24,-0.9900066465263972,risk_off
1962-01-25,-0.9896669360277695,risk_off
1962-01-26,-0.9896669360277695,risk_off
1962-01-29,-0.989327225529142,risk_off
1962-01-30,-0.9896669360277695,risk_off
1962-01-31,-0.9900066465263972,risk_off
1962-02-01,-1.0076871978371185,risk_off
1962-02-02,-1.0080269083357458,risk_off
1962-02-05,-1.0083666188343736,risk_off
1962-02-06,-1.0087063293330012,risk_off
1962-02-07,-1.0083666188343736,risk_off
1962-02-08,-1.0083666188343736,risk_off
1962-02-09,-1.0090460398316288,risk_off
1962-02-13,-1.009725460828884,risk_off
1962-02-14,-1.009725460828884,risk_off
1962-02-15,-1.0100651713275117,risk_off
1962-02-16,-1.0100651713275117,risk_off
1962-02-19,-1.010404881826139,risk_off
1962-02-20,-1.0090460398316288,risk_off
1962-02-21,-1.009725460828884,risk_off
1962-02-23,-1.0100651713275117,risk_off
1962-02-26,-1.0107445923247667,risk_off
1962-02-27,-1.010404881826139,risk_off
1962-02-28,-1.0107445923247667,risk_off
1962-03-01,-0.9775735889261427,risk_off
1962-03-02,-0.9775735889261427,risk_off
1962-03-05,-0.9768941679288876,risk_off
1962-03-06,-0.9765544574302598,risk_off
1962-03-07,-0.9768941679288876,risk_off
1962-03-08,-0.9775735889261427,risk_off
1962-03-09,-0.978253009923398,risk_off
1962-03-12,-0.9789324309206531,risk_off
1962-03-13,-0.9796118519179083,risk_off
1962-03-14,-0.9792721414192809,risk_off
1962-03-15,-0.978253009923398,risk_off
1962-03-16,-0.978253009923398,risk_off
1962-03-19,-0.9792721414192809,risk_off
