,coherence,dispersion
2016-08-17,0.4696863585912706,0.5107801158057059
2016-08-18,0.4709572896840096,0.5114054051451479
2016-08-19,0.4712917985182188,0.512343383559708
2016-08-20,0.47531203802159594,0.5156221494059149
2016-08-21,0.47531203802159594,0.5156221494059149
2016-08-22,0.475312038021596,0.5156221494059149
2016-08-23,0.47204508624291486,0.5135673226249714
2016-08-24,0.47521535835571704,0.5161126899897265
2016-08-25,0.47312085672804466,0.514475367404263
2016-08-26,0.46525009468978046,0.5072668352449904
2016-08-27,0.38177865165676134,0.4305641003758132
2016-08-28,0.3817786516567613,0.4305641003758132
2016-08-29,0.3817786516567613,0.4305641003758132
2016-08-30,0.34637801347390595,0.4087213027831156
2016-08-31,0.33549985632200857,0.39744516436002675
2016-09-01,0.3210350065854183,0.3852114656640985
2016-09-02,0.32024566023497253,0.3857081326292454
2016-09-03,0.32697798454187144,0.38765515139592027
2016-09-04,0.32697798454187144,0.38765515139592027
2016-09-05,0.3269779845418715,0.3876551513959202
2016-09-06,0.3268653024222254,0.38756056470237676
2016-09-07,0.30833058135515434,0.3774237474345625
2016-09-08,0.30641889596388805,0.3759527776064908
2016-09-09,0.30465417040028125,0.3789547411406466
2016-09-10,0.32755240900002186,0.40740284287876216
2016-09-11,0.3275524090000219,0.40740284287876216
2016-09-12,0.3275524090000219,0.40740284287876216
2016-09-13,0.32438112719562034,0.4060796493663214
2016-09-14,0.3326865127327627,0.4156456031746323
2016-09-15,0.3321087398602818,0.4150931842600015
2016-09-16,0.3262758755663956,0.4129976604929055
2016-09-17,0.3213704952191618,0.4087703299183867
2016-09-18,0.3213704952191617,0.40877032991838663
2016-09-19,0.3213704952191618,0.4087703299183866
2016-09-20,0.32162341647900644,0.40828274618986865
2016-09-21,0.3235724293676796,0.4096575125990083
2016-09-22,0.33427463466323143,0.41760041733840125
2016-09-23,0.3400755918206914,0.4221185059017304
2016-09-24,0.34166568275899106,0.4217948506053908
2016-09-25,0.34166568275899106,0.4217948506053908
2016-09-26,0.34166568275899106,0.4217948506053908
2016-09-27,0.3370296719057702,0.419138417913513
2016-09-28,0.33580575538959906,0.4187909790832599
2016-09-29,0.33835780628299855,0.42248246137601836
2016-09-30,0.3355309428830437,0.42083534523189703
2016-10-01,0.3225399347900585,0.41456504311282827
2016-10-02,0.3225399347900585,0.41456504311282827
2016-10-03,0.32292595686153025,0.41495552073543107
2016-10-04,0.32667899556429714,0.41805498942716646
2016-10-05,0.3317652522370944,0.4221466959176518
2016-10-06,0.33401306480640375,0.42376331662001476
2016-10-07,0.33412572846520533,0.42397432127418405
2016-10-08,0.33550810309007834,0.4244508318810099
2016-10-09,0.33550810309007834,0.4244508318810099
2016-10-10,0.3355081030900784,0.4244508318810099
2016-10-11,0.33804183061697335,0.4258071519882526
2016-10-12,0.34217326343049365,0.4276677971143223
2016-10-13,0.3410497908569593,0.42694525901962777
2016-10-14,0.34093551494851954,0.42668154056397584
2016-10-15,0.3416780173511729,0.42646656893578216
2016-10-16,0.3416780173511729,0.42646656893578216
2016-10-17,0.3416780173511729,0.4264665689357821
2016-10-18,0.3414537812333406,0.42749044191471297
2016-10-19,0.3494753994919744,0.432608496306673
2016-10-20,0.35042610011687186,0.4329987249431833
2016-10-21,0.3463188222812437,0.4297375641146759
2016-10-22,0.34343849637968704,0.42729149989761006
2016-10-23,0.3434384963796871,0.42729149989761006
2016-10-24,0.34343849637968715,0.4272914998976101
2016-10-25,0.3407427701377291,0.42565231462683745
2016-10-26,0.33911899377179944,0.42370493109725965
2016-10-27,0.3370278744528652,0.4222822147240855
2016-10-28,0.3395328165592747,0.4240433149706421
2016-10-29,0.3367233127448497,0.42166491411875834
2016-10-30,0.33672331274484973,0.4216649141187584
2016-10-31,0.3367233127448497,0.4216649141187584
2016-11-01,0.33835290828891335,0.42232563857746985
2016-11-02,0.3394320417310944,0.4232354114808269
2016-11-03,0.3389254428371978,0.42355760903040957
2016-11-04,0.3401595020833132,0.4227906013476976
2016-11-05,0.3433267695095013,0.42431321867848804
2016-11-06,0.3433267695095013,0.42431321867848804
2016-11-07,0.3433267695095013,0.42431321867848804
2016-11-08,0.3440856852071998,0.4292971212863907
2016-11-09,0.3417802196011295,0.42699912378138016
2016-11-10,0.33138052345555974,0.41510730991549827
2016-11-11,0.32908847915155065,0.4095124475098054
2016-11-12,0.32313277718007116,0.38936364780074706
2016-11-13,0.3231327771800712,0.38936364780074706
2016-11-14,0.32313277718007116,0.38936364780074706
2016-11-15,0.3180725243560388,0.3830584085456637
2016-11-16,0.32401723296516105,0.3823216491770666
2016-11-17,0.32158830382392783,0.3799466205624832
2016-11-18,0.3232039379433838,0.38126614921053076
2016-11-19,0.3246507480945879,0.3842888751764614
2016-11-20,0.3246507480945879,0.38428887517646143
2016-11-21,0.3246507480945879,0.3842888751764614
2016-11-22,0.3268433902890156,0.38563087674549434
2016-11-23,0.3255077160020612,0.38446716023139216
2016-11-24,0.32808877939143544,0.3864417835041025
2016-11-25,0.33149393178161923,0.3884041115798815
2016-11-26,0.3294153815404985,0.38745407696392264
2016-11-27,0.3294153815404985,0.38745407696392264
2016-11-28,0.3294153815404985,0.38745407696392264
2016-11-29,0.33022096397230094,0.3877337821875266
2016-11-30,0.33659126164395703,0.3926277671045919
2016-12-01,0.33468994376853667,0.39316260982829554
2016-12-02,0.33344475883294616,0.39021864707181436
2016-12-03,0.33390446528492623,0.3915815679345162
2016-12-04,0.3339044652849263,0.3915815679345162
2016-12-05,0.3339044652849263,0.39158156793451626
2016-12-06,0.33206051898682243,0.3908725813064631
2016-12-07,0.33734123196756044,0.3950040253790409
2016-12-08,0.3280800482444888,0.3885743148610025
2016-12-09,0.3287664616800953,0.38863720151394127
2016-12-10,0.33001634475945946,0.38981641664406774
2016-12-11,0.3300163447594594,0.38981641664406774
2016-12-12,0.33001634475945946,0.3898164166440678
2016-12-13,0.32859334925687184,0.38837505165376696
2016-12-14,0.3333384152209151,0.3908278356245912
2016-12-15,0.3264106972586105,0.3830033308728693
2016-12-16,0.315906678048236,0.3736551798991433
2016-12-17,0.3164355585541312,0.3739473987790007
2016-12-18,0.3164355585541312,0.3739473987790007
2016-12-19,0.31643555855413125,0.3739473987790007
2016-12-20,0.3152357454732815,0.37323392077504514
2016-12-21,0.3169736456799667,0.3746023070954952
2016-12-22,0.3184852723778665,0.3751131369103722
2016-12-23,0.31962610220221377,0.3767947754193893
2016-12-24,0.3210028608006109,0.3782520045961437
2016-12-25,0.32100286080061086,0.37825200459614366
2016-12-26,0.3210028608006109,0.3782520045961437
2016-12-27,0.3227340676834364,0.37968683982526835
2016-12-28,0.3204199967581144,0.37694042993126864
2016-12-29,0.32249796355560745,0.3782776597001697
2016-12-30,0.325623379224647,0.3798601933565262
2016-12-31,0.32883795661941295,0.3825293401811361
2017-01-01,0.328108442798388,0.3816833596788187
2017-01-02,0.328108442798388,0.3816833596788187
2017-01-03,0.3268090961755453,0.3808248394396339
2017-01-04,0.3203844980075437,0.3754352337932258
2017-01-05,0.3147246148392757,0.3718729998723194
2017-01-06,0.3210346850588139,0.3788616434739513
2017-01-07,0.3210189423574517,0.37928075319877513
2017-01-08,0.3210189423574517,0.3792807531987751
2017-01-09,0.32101894235745165,0.3792807531987751
2017-01-10,0.31053233011450315,0.36849653139070754
2017-01-11,0.3099447939425767,0.36863826027479674
2017-01-12,0.26835334227786656,0.3316558263624189
2017-01-13,0.2638688659447822,0.3263305920299222
2017-01-14,0.26836954351332254,0.3316249451926297
2017-01-15,0.26836954351332254,0.3316249451926297
2017-01-16,0.26836954351332254,0.3316249451926297
2017-01-17,0.27558403839274154,0.33889591763702853
2017-01-18,0.2865762946934031,0.3491649808178203
2017-01-19,0.286233883937172,0.35095060752877055
2017-01-20,0.28446731476932996,0.3498686589457389
2017-01-21,0.2825940708202003,0.3470004106611692
2017-01-22,0.2825940708202003,0.3470004106611692
2017-01-23,0.2825940708202003,0.3470004106611692
2017-01-24,0.28921410236402517,0.35200677936353203
2017-01-25,0.2944349968778003,0.3570281985490365
2017-01-26,0.2983880237891347,0.3598630252069108
2017-01-27,0.29631459826177303,0.3577378646771066
2017-01-28,0.29572037268313645,0.3570556667878004
2017-01-29,0.29572037268313645,0.3570556667878004
2017-01-30,0.2957203726831364,0.3570556667878004
2017-01-31,0.29392893815531496,0.3555141744499952
2017-02-01,0.2958486835923137,0.3568277655417703
2017-02-02,0.2902084231081339,0.35152906724148336
2017-02-03,0.29750860772630255,0.35793755455447057
2017-02-04,0.29833183140848923,0.35743760774752853
2017-02-05,0.29833183140848923,0.35743760774752853
2017-02-06,0.29833183140848923,0.3574376077475285
2017-02-07,0.303357681426334,0.35971701270096396
2017-02-08,0.3004453493131199,0.35753937170645894
2017-02-09,0.3144342407004257,0.36565916429836887
2017-02-10,0.3229508133267013,0.37223747401339685
2017-02-11,0.3149442344350285,0.36731429685133826
2017-02-12,0.3149442344350285,0.36731429685133826
2017-02-13,0.3149442344350285,0.36731429685133826
2017-02-14,0.31993917909299047,0.3717290031276798
2017-02-15,0.3252966435267855,0.37698690788162764
2017-02-16,0.3275424469294593,0.3839042341818697
2017-02-17,0.33256372594221234,0.3899665981086856
2017-02-18,0.3322325515195491,0.39002795858338335
2017-02-19,0.33223255151954917,0.3900279585833834
2017-02-20,0.3322325515195491,0.39002795858338335
2017-02-21,0.3365632890695986,0.39392066940860465
2017-02-22,0.3353626915387789,0.39124394702044385
2017-02-23,0.33648661100656463,0.3921543648397801
2017-02-24,0.3386963179570292,0.3942040551536641
2017-02-25,0.3343779607744838,0.39179166565545614
2017-02-26,0.33437796077448384,0.3917916656554562
2017-02-27,0.33437796077448384,0.3917916656554562
2017-02-28,0.32803258996247586,0.38753112196357875
2017-03-01,0.3293284891301856,0.38900832894382786
2017-03-02,0.36210094456010006,0.4122366369403716
2017-03-03,0.35506661564118525,0.4036338914602705
2017-03-04,0.3519713453774371,0.40140301027865033
2017-03-05,0.35308765514063883,0.4028375201437082
2017-03-06,0.35308765514063883,0.4028375201437082
2017-03-07,0.351428782326556,0.4011210110722046
2017-03-08,0.35059148573272003,0.3989787764484865
2017-03-09,0.35055111014275353,0.3983006883080591
2017-03-10,0.3426674989593863,0.38807585402195083
2017-03-11,0.3375077884270022,0.38385534943015986
2017-03-12,0.3375077884270022,0.38385534943015986
2017-03-13,0.3375077884270022,0.38385534943015986
2017-03-14,0.3354187319272307,0.3838435401408525
2017-03-15,0.3398139731072551,0.3866381438649939
2017-03-16,0.3367943684645001,0.38652848501325465
2017-03-17,0.3266572249224117,0.37992355117964866
2017-03-18,0.3257172469472447,0.3792918385946435
2017-03-19,0.32571724694724474,0.37929183859464355
2017-03-20,0.32571724694724474,0.37929183859464355
2017-03-21,0.3251579429603665,0.3783429034249463
2017-03-22,0.33268889626473325,0.38435511671411665
2017-03-23,0.33161902582771946,0.3826592829842316
2017-03-24,0.33492113817753727,0.38332475455341647
2017-03-25,0.33604782012386886,0.3848900383342221
2017-03-26,0.33604782012386886,0.3848900383342221
2017-03-27,0.33604782012386886,0.3848900383342221
2017-03-28,0.3308716014626982,0.3818801660383552
2017-03-29,0.33380615814121767,0.3835989172950857
2017-03-30,0.3244414316002437,0.37504951685163623
2017-03-31,0.330070246127187,0.3800717168372623
2017-04-01,0.3316477165803383,0.38141317118527773
2017-04-02,0.3316477165803383,0.38141317118527773
2017-04-03,0.33164771658033826,0.3814131711852777
2017-04-04,0.3322538823901638,0.38120855863380626
2017-04-05,0.33426754126158503,0.3829615397290678
2017-04-06,0.33562064038658895,0.38339821821937253
2017-04-07,0.3369120034029172,0.3842694033679146
2017-04-08,0.33289610669807224,0.38100906884852753
2017-04-09,0.3328961066980722,0.3810090688485275
2017-04-10,0.33289610669807224,0.38100906884852753
2017-04-11,0.335449069196956,0.3825903593190991
2017-04-12,0.33889934675085986,0.38553290495266307
2017-04-13,0.3390418630954841,0.38391589469662457
2017-04-14,0.3368607118019824,0.38103793718364576
2017-04-15,0.3357971961088749,0.38059249151524016
2017-04-16,0.3357971961088749,0.38059249151524016
2017-04-17,0.3357971961088749,0.38059249151524016
2017-04-18,0.3332713519550292,0.37911559343732654
2017-04-19,0.3326901744640196,0.37691667578789223
2017-04-20,0.33574794649719636,0.38080246874998747
2017-04-21,0.3338724781753183,0.38147256702666393
2017-04-22,0.3343257266331962,0.38190704583416346
2017-04-23,0.33432572663319615,0.3819070458341635
2017-04-24,0.33432572663319615,0.38190704583416346
2017-04-25,0.3366938010649921,0.3885227584217634
2017-04-26,0.34392118101530256,0.3926008057562238
2017-04-27,0.3403928943775869,0.3903781696296308
2017-04-28,0.3400670616813496,0.39002629716248916
2017-04-29,0.34164520930540626,0.3884830587815416
2017-04-30,0.34164520930540626,0.3884830587815416
2017-05-01,0.3414213826167981,0.38817480789533476
2017-05-02,0.34414902470965836,0.39021438868027497
2017-05-03,0.3397968190675164,0.38715316027533114
2017-05-04,0.3027957489651355,0.3626348133921947
2017-05-05,0.3066635114387357,0.36689791364511376
2017-05-06,0.30772272050266725,0.36737712256472105
2017-05-07,0.30772272050266725,0.3673771225647211
2017-05-08,0.30772272050266725,0.3673771225647211
2017-05-09,0.3068633051093709,0.3661730165616621
2017-05-10,0.30731923848833675,0.36625434066424095
2017-05-11,0.3060147347488748,0.36387367667161896
2017-05-12,0.3102511665345765,0.3679197169274652
2017-05-13,0.31243952477704756,0.36864963148144625
2017-05-14,0.3124395247770475,0.36864963148144625
2017-05-15,0.3124395247770475,0.36864963148144625
2017-05-16,0.31782637155774146,0.37140696569007814
2017-05-17,0.3144274295485733,0.3692886116967016
2017-05-18,0.3629444986079037,0.42515145225922835
2017-05-19,0.36669583612169016,0.42895842993504546
2017-05-20,0.36836874874029973,0.4297374331502261
2017-05-21,0.36836874874029973,0.4297374331502261
2017-05-22,0.36836874874029985,0.4297374331502261
2017-05-23,0.3681288311774523,0.42880992287917363
2017-05-24,0.3569182912833728,0.4185182136588488
2017-05-25,0.3563652330465541,0.41876234539499874
2017-05-26,0.35437482317065444,0.41775820061887314
2017-05-27,0.3529644177110214,0.4172101099037153
2017-05-28,0.35296441771102144,0.4172101099037154
2017-05-29,0.35296441771102144,0.4172101099037154
2017-05-30,0.3544475707715906,0.41890027994270346
2017-05-31,0.3517054938891187,0.4143569261033192
2017-06-01,0.35329939908930197,0.41520350817692825
2017-06-02,0.354872451499637,0.41289680797152745
2017-06-03,0.34912203480911136,0.4058903534646604
2017-06-04,0.34912203480911136,0.4058903534646604
2017-06-05,0.34912203480911136,0.40589035346466046
2017-06-06,0.34841344014561065,0.40225213471211446
2017-06-07,0.3508077600494318,0.4048129841436637
2017-06-08,0.35119895923757466,0.4065744779361991
2017-06-09,0.3482442715650049,0.404661281378625
2017-06-10,0.33838304576670075,0.3940500268824812
2017-06-11,0.3383830457667007,0.39405002688248114
2017-06-12,0.3383830457667007,0.39405002688248114
2017-06-13,0.33744564305016034,0.3928551959961462
2017-06-14,0.3362806141166243,0.39140137724193313
2017-06-15,0.33571734054893093,0.3872770893367821
2017-06-16,0.3248706458160671,0.38027375232155947
2017-06-17,0.3214262952113575,0.3769561434379866
2017-06-18,0.3214262952113575,0.3769561434379866
2017-06-19,0.3214262952113575,0.3769561434379866
2017-06-20,0.32175162057833245,0.37955192206572475
2017-06-21,0.32160835871977156,0.37820305438807905
2017-06-22,0.3191126973622045,0.37516165175626426
2017-06-23,0.3157540899606083,0.3705021426447568
2017-06-24,0.3163916757030093,0.37091904530304
2017-06-25,0.3163916757030093,0.37091904530304
2017-06-26,0.3163916757030093,0.37091904530304
2017-06-27,0.3028245556764427,0.3575869110790543
2017-06-28,0.28684459035498927,0.34780464528379806
2017-06-29,0.28904729456598705,0.3509251603019946
2017-06-30,0.2869987419705572,0.3528234063595758
2017-07-01,0.2868456785490706,0.35319401943755624
2017-07-02,0.2868456785490706,0.35319401943755624
2017-07-03,0.28734517351130906,0.35395137028584345
2017-07-04,0.2909939556329974,0.35704162933323147
2017-07-05,0.2932723103856059,0.3592614686982606
2017-07-06,0.2950805883432167,0.36142483728389424
2017-07-07,0.29530380305152276,0.3645476829846356
2017-07-08,0.29844061190907417,0.3662328800712215
2017-07-09,0.29844061190907417,0.3662328800712215
2017-07-10,0.2984406119090741,0.3662328800712215
2017-07-11,0.29815113198472337,0.3664331498934603
2017-07-12,0.2988651900770937,0.36708394393750204
2017-07-13,0.2987704575756946,0.3691089275519751
2017-07-14,0.30007173346570665,0.3704462842449676
2017-07-15,0.29803891971710256,0.3696224662267828
2017-07-16,0.29803891971710256,0.36962246622678274
2017-07-17,0.29803891971710256,0.3696224662267828
2017-07-18,0.296210788875149,0.3685511907245336
2017-07-19,0.29649065159395127,0.3697196577802927
2017-07-20,0.2744146881125924,0.34753292876471864
2017-07-21,0.27490485636580414,0.34761216316472954
2017-07-22,0.2762487613046797,0.3485550686136435
2017-07-23,0.2762487613046797,0.3485550686136435
2017-07-24,0.27624876130467974,0.3485550686136435
2017-07-25,0.2783595495117435,0.34994070511368564
2017-07-26,0.28118267486362225,0.3526762030233306
2017-07-27,0.27704698355587287,0.3484272562402982
2017-07-28,0.2717013376837671,0.34312605817531805
2017-07-29,0.27199615746188566,0.34311949684448306
2017-07-30,0.27199615746188566,0.3431194968444831
2017-07-31,0.27199615746188566,0.3431194968444831
2017-08-01,0.2702320418501617,0.3411635342260585
2017-08-02,0.27007508916309664,0.3415307527554879
2017-08-03,0.2675582108158752,0.3394242728255598
2017-08-04,0.26718793337114477,0.33850582795633954
2017-08-05,0.26065095681564343,0.33329128943450653
2017-08-06,0.26065095681564343,0.3332912894345066
2017-08-07,0.2606509568156435,0.3332912894345066
2017-08-08,0.25987440300541986,0.3324402658951845
2017-08-09,0.2610552222245894,0.3318335755634608
2017-08-10,0.2648166930135035,0.3350700610288786
2017-08-11,0.27568206060233685,0.34829436877215875
2017-08-12,0.2771999496494925,0.3523805158514325
2017-08-13,0.2771999496494925,0.35238051585143254
2017-08-14,0.2771999496494925,0.35238051585143254
2017-08-15,0.2827759872816601,0.35999221561748973
2017-08-16,0.2792809781466785,0.3577553995180844
2017-08-17,0.2786602966778113,0.35982356047817243
2017-08-18,0.2938369204947736,0.37192321058618893
2017-08-19,0.2940554860786245,0.3727970094458218
