,PCA,Correlation,Volatility,Skewness,Kurtosis,Entropy,Anomaly,Clustering,Regime_GMM,HMM,Magnitude,Drawdown,Momentum,Network,Dispersion,Covariance
1986-02-07,0.3434566286248398,0.23328909759562305,0.00909509266289525,0.0022726207698276907,2.864731131974321,-952.3691307322682,0.06349206349206349,0.09426078003844086,0.1763459976498492,0.0,0.004445635420629826,0.05571594415413024,0.11035633300961505,0.010080645161290322,0.01304149443439758,1.3888738068730102
1986-02-12,0.3489448277306261,0.25031387553387485,0.009298831920763376,-0.025561365232838473,2.5029209417537825,-940.72453478809,0.06349206349206349,0.09293942811898134,0.20138525969134782,0.0,0.004688721404594129,0.05935076189366263,0.13113915605444143,0.012096774193548387,0.01346075040316415,1.4273203689818
1986-02-17,0.3935489268700306,0.29340048409995784,0.00952399007936252,-0.03502254878505533,2.321959144491019,-937.1539619229682,0.06349206349206349,0.09800417229799864,0.23839460231024703,0.0,0.0049466769540958185,0.07320564381832337,0.09671001869299911,0.028225806451612902,0.014032023582773546,1.4186706291571418
1986-02-22,0.4070421586165493,0.29432941739883056,0.00981693062936614,0.006849594703331477,2.2248788222253433,-869.2327855894293,0.06349206349206349,0.09675660357587368,0.23230452979021884,0.0,0.0051945989365831625,0.07739669981047664,0.1260630646720779,0.03024193548387097,0.01427608932592824,1.2622954869798495
1986-02-27,0.4028304801836818,0.2884260738611279,0.010066650571221743,0.004313056662307253,2.072149171978138,-852.4111038281505,0.06349206349206349,0.09678197466084576,0.2730645603379835,0.0,0.005524389956061184,0.08516720656099364,0.12977702811332523,0.03225806451612903,0.01506470310960082,1.2547047338261632
1986-03-04,0.4177917675514349,0.29696506262702727,0.0104649037545785,0.09645747929470036,2.2576825018236377,-747.0581985777586,0.06349206349206349,0.09546254067115731,0.2998416142255121,0.0,0.005863370954863591,0.09850158702458403,0.12336709264607111,0.034274193548387094,0.01552639077653816,1.1709077381393425
1986-03-09,0.4017426234634833,0.30138492204887113,0.009762722151664993,-0.015017661332477256,1.4371062873864822,-734.0238719856563,0.06349206349206349,0.09627642827267296,0.3258261938184353,0.0,0.0061833362855821215,0.08026994495426269,0.11713197377789543,0.02217741935483871,0.015261552307958458,0.8302462877259692
1986-03-14,0.3785589944796559,0.2732126545322317,0.009609166995975232,0.012375973521733627,1.0974602566514196,-828.3625684125434,0.06349206349206349,0.09266775058886634,0.3310066384410706,0.0,0.006249681073353218,0.08886878045348556,0.19297921588674155,0.016129032258064516,0.015202519986853099,1.1211926162799384
1986-03-19,0.3811808476777798,0.28069831493307545,0.009585029308847874,0.044665793887184536,1.0546902406066454,-837.7072701882694,0.06349206349206349,0.0955677724390617,0.015385416977461463,0.0,0.006249580065262476,0.08347455551176926,0.16322410162514764,0.018145161290322582,0.015212050178503926,1.1104235627890156
1986-03-24,0.3895634471360651,0.2860197804359703,0.009710636346332954,0.046992936737786616,1.0143134480098333,-849.0654437579789,0.06349206349206349,0.09600682625643883,0.2385191792999424,0.0,0.006326926326769998,0.07316948394211449,0.13464040091979032,0.018145161290322582,0.015530456046421195,1.1727586939987824
1986-03-29,0.3994720750366629,0.2985261068849453,0.010031941174920352,0.016373820832224113,0.880178463761278,-850.5136133817914,0.06349206349206349,0.0956280446291408,0.02806176853730851,0.0,0.006627001341414103,0.08615938287480539,0.15062462260765155,0.018145161290322582,0.01606051364495129,1.2256178719911386
1986-04-03,0.40547571784321657,0.3055349522843152,0.010438002538874773,-0.028589501261015088,1.1518822601487781,-835.2982241824573,0.06349206349206349,0.09643752653513114,0.028153448566055953,0.0,0.006808266938003544,0.08671622992098754,0.1369469829177044,0.018145161290322582,0.016570877166283797,1.056613624922024
1986-04-08,0.40684163617463853,0.31392143457954685,0.011246065371408362,-0.026412847323424096,1.0565594352346066,-786.7910043336385,0.06349206349206349,0.09708641533394419,0.028507584648382944,0.0,0.007258808892943941,0.07090204876419574,0.12567269642891413,0.018145161290322582,0.017824953161375296,0.5931741027315571
1986-04-13,0.4090384004863253,0.31386512302324326,0.011352001274687187,-0.029316342946978977,0.9791459677755721,-761.7159522171712,0.06349206349206349,0.09723304721549192,0.2512509532790918,0.0,0.0073431436530870964,0.07106078384381484,0.10039853701650862,0.020161290322580645,0.01806379869234974,0.5565900784947772
1986-04-18,0.4207127205085826,0.32949440931319146,0.011834325973343265,-0.004340821011891843,0.992932688365223,-728.796218457182,0.06349206349206349,0.10010142928503955,0.1835991674811207,0.0,0.007619850972964458,0.06994631797465786,0.1143269441290261,0.020161290322580645,0.019030833219819254,0.4827402308271205
1986-04-23,0.40039360188020695,0.30277578904562513,0.012035214793391098,0.010561934809248122,1.0326721447382008,-684.9071802080962,0.06349206349206349,0.09802446855444759,0.1708580830511101,0.0,0.007851224943887236,0.0678185572395966,0.09657578711011781,0.020161290322580645,0.01955340373105878,0.404747736988254
